Time,Date,Collection,Latitude,Longitude,Unit,Operator,Technology,Data Technology,Data Technology Summary,Host,Protocol,Number Sub Tests,Bytes Transferred,IP Throughput,IP Sustainable Throughput,Duration,Sustainable Duration,Ramp-up Duration,Round Trip Time,Sustainable Bytes Transferred,IP Sustainable Throughput Points,Test Type,Direction,Test Status
2025-02-24 18:05:31.960,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19586700,-94.18450900,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR/5G NR CA,github.com,HTTPS,10,66933076,33.337,70965.442,10.062,5.563,4348.000,44,49347594,240.835,Capacity,Downlink,Completed
2025-02-24 18:05:31.960,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19586700,-94.18450900,QualiPoc_083101,T-Mobile,5G NR,5G NR CA,5G NR/5G NR CA,github.com,HTTPS,10,66933076,33.337,70965.442,10.062,5.563,4348.000,44,49347594,240.835,Capacity,Downlink,Completed
2025-02-24 18:05:47.936,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19596200,-94.18478100,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,19132416,732.153,823.101,10.708,10.327,206.000,71,1062520,23.098,Capacity,Uplink,Completed
2025-02-24 18:06:03.602,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19580500,-94.18446900,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 18:06:09.912,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19582200,-94.18445700,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 18:06:25.654,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19584400,-94.18437100,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,github.com,HTTPS,10,0,,,0.908,,,,,,Capacity,Downlink,Failed
2025-02-24 18:06:41.649,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19592700,-94.18424300,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,19005440,102.874,212.575,10.798,10.178,409.000,129,270448,5.747,Capacity,Uplink,Completed
2025-02-24 18:07:06.840,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19589000,-94.18394600,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR/5G NR CA,github.com,HTTPS,10,53507240,36.840,45040.536,9.907,9.566,216.000,46,53857221,175.541,Capacity,Downlink,Completed
2025-02-24 18:07:06.840,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19589000,-94.18394600,QualiPoc_083101,T-Mobile,5G NR,5G NR CA,5G NR/5G NR CA,github.com,HTTPS,10,53507240,36.840,45040.536,9.907,9.566,216.000,46,53857221,175.541,Capacity,Downlink,Completed
2025-02-24 18:07:23.069,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19591000,-94.18392700,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,19054592,687.283,866.262,10.752,10.242,284.000,102,1109032,24.261,Capacity,Uplink,Completed
2025-02-24 18:07:48.074,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19587600,-94.18385100,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR/5G NR CA,github.com,HTTPS,10,454806222,36.834,490672.011,9.861,6.408,3364.000,35,393028281,637.825,Capacity,Downlink,Completed
2025-02-24 18:07:48.074,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19587600,-94.18385100,QualiPoc_083101,T-Mobile,5G NR,5G NR CA,5G NR/5G NR CA,github.com,HTTPS,10,454806222,36.834,490672.011,9.861,6.408,3364.000,35,393028281,637.825,Capacity,Downlink,Completed
2025-02-24 18:08:03.871,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19599200,-94.18373800,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,19111936,126.950,244.448,10.518,10.194,109.000,78,311488,6.697,Capacity,Uplink,Completed
2025-02-24 18:08:19.550,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19591200,-94.18360300,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,github.com,HTTPS,10,0,,,1.115,,,,,,Capacity,Downlink,Failed
2025-02-24 18:08:25.840,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19593400,-94.18352000,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 18:08:52.102,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19604700,-94.18332600,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR/5G NR CA,github.com,HTTPS,10,2640415,,2322.451,10.680,9.752,0.000,74,2831068,10.489,Capacity,Downlink,Failed
2025-02-24 18:08:52.102,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19604700,-94.18332600,QualiPoc_083101,T-Mobile,5G NR,5G NR CA,5G NR/5G NR CA,github.com,HTTPS,10,2640415,,2322.451,10.680,9.752,0.000,74,2831068,10.489,Capacity,Downlink,Failed
2025-02-24 18:08:58.400,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19602400,-94.18322700,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 18:09:24.102,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19581200,-94.18320800,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR/5G NR CA,github.com,HTTPS,10,7068798,,5689.396,10.037,10.143,0.000,63,7213443,28.041,Capacity,Downlink,Failed
2025-02-24 18:09:24.102,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19581200,-94.18320800,QualiPoc_083101,T-Mobile,5G NR,5G NR CA,5G NR/5G NR CA,github.com,HTTPS,10,7068798,,5689.396,10.037,10.143,0.000,63,7213443,28.041,Capacity,Downlink,Failed
2025-02-24 18:09:30.396,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19588500,-94.18323600,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 18:09:46.158,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19600500,-94.18324000,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 18:09:52.452,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19599700,-94.18328900,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 18:10:08.373,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19603800,-94.18339800,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,github.com,HTTPS,10,0,,,1.019,,,,,,Capacity,Downlink,Failed
2025-02-24 18:10:14.780,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19609300,-94.18339300,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 18:10:30.464,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19626600,-94.18327000,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,github.com,HTTPS,10,0,,,1.005,,,,,,Capacity,Downlink,Failed
2025-02-24 18:10:36.661,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19629900,-94.18324700,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 18:11:02.366,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19622000,-94.18326200,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR/5G NR CA,github.com,HTTPS,10,3475924,,4193.436,9.860,5.025,4010.000,229,2634002,20.388,Capacity,Downlink,Failed
2025-02-24 18:11:02.366,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19622000,-94.18326200,QualiPoc_083101,T-Mobile,5G NR,5G NR CA,5G NR/5G NR CA,github.com,HTTPS,10,3475924,,4193.436,9.860,5.025,4010.000,229,2634002,20.388,Capacity,Downlink,Failed
2025-02-24 18:11:08.656,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19624800,-94.18333000,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 18:11:24.473,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19620900,-94.18363600,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,github.com,HTTPS,10,0,,,0.000,,,,,,Capacity,Downlink,Failed
2025-02-24 18:11:30.804,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19623300,-94.18367500,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 18:11:56.056,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19626800,-94.18381300,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,github.com,HTTPS,10,6655720,35.824,5813.723,10.034,8.720,1156.000,41,6336958,28.667,Capacity,Downlink,Completed
2025-02-24 18:12:11.743,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19626400,-94.18389200,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,httpbin.org,HTTPS,10,19070976,402.739,518.810,10.460,10.140,162.000,65,657592,14.667,Capacity,Uplink,Completed
2025-02-24 18:12:37.075,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637900,-94.18408400,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR,github.com,HTTPS,10,5133288,31.103,5101.378,10.001,7.713,1873.000,75,4918366,25.060,Capacity,Downlink,Completed
2025-02-24 18:12:52.833,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637400,-94.18416300,QualiPoc_083101,T-Mobile,5G NR,5G NR,5G NR/LTE/LTE-5G NR,httpbin.org,HTTPS,10,19054592,45.965,158.750,10.530,10.113,163.000,81,200680,4.131,Capacity,Uplink,Completed
2025-02-24 18:12:52.833,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637400,-94.18416300,QualiPoc_083101,T-Mobile,5G NR,LTE,5G NR/LTE/LTE-5G NR,httpbin.org,HTTPS,10,19054592,45.965,158.750,10.530,10.113,163.000,81,200680,4.131,Capacity,Uplink,Completed
2025-02-24 18:12:52.833,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637400,-94.18416300,QualiPoc_083101,T-Mobile,5G NR,LTE-5G NR,5G NR/LTE/LTE-5G NR,httpbin.org,HTTPS,10,19054592,45.965,158.750,10.530,10.113,163.000,81,200680,4.131,Capacity,Uplink,Completed
2025-02-24 18:12:52.833,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637400,-94.18416300,QualiPoc_083101,T-Mobile,LTE,5G NR,5G NR/LTE/LTE-5G NR,httpbin.org,HTTPS,10,19054592,45.965,158.750,10.530,10.113,163.000,81,200680,4.131,Capacity,Uplink,Completed
2025-02-24 18:12:52.833,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637400,-94.18416300,QualiPoc_083101,T-Mobile,LTE,LTE,5G NR/LTE/LTE-5G NR,httpbin.org,HTTPS,10,19054592,45.965,158.750,10.530,10.113,163.000,81,200680,4.131,Capacity,Uplink,Completed
2025-02-24 18:12:52.833,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637400,-94.18416300,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,5G NR/LTE/LTE-5G NR,httpbin.org,HTTPS,10,19054592,45.965,158.750,10.530,10.113,163.000,81,200680,4.131,Capacity,Uplink,Completed
2025-02-24 18:13:08.535,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637200,-94.18432400,QualiPoc_083101,T-Mobile,LTE,LTE,LTE/LTE-5G NR,github.com,HTTPS,10,0,,,0.955,,,,,,Capacity,Downlink,Failed
2025-02-24 18:13:08.535,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637200,-94.18432400,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE/LTE-5G NR,github.com,HTTPS,10,0,,,0.955,,,,,,Capacity,Downlink,Failed
2025-02-24 18:13:14.699,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637500,-94.18438600,QualiPoc_083101,T-Mobile,LTE,LTE,LTE/LTE CA/LTE-5G NR,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 18:13:14.699,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637500,-94.18438600,QualiPoc_083101,T-Mobile,LTE,LTE CA,LTE/LTE CA/LTE-5G NR,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 18:13:14.699,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19637500,-94.18438600,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE/LTE CA/LTE-5G NR,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 18:13:40.227,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19639200,-94.18438600,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE-5G NR,github.com,HTTPS,10,11541502,,11432.797,9.674,7.779,1372.000,158,11116966,55.496,Capacity,Downlink,Failed
2025-02-24 18:13:56.453,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19640000,-94.18440500,QualiPoc_083101,T-Mobile,LTE,LTE,LTE/LTE-5G NR,httpbin.org,HTTPS,10,9527296,56.909,170.397,10.863,10.064,443.000,132,214360,4.482,Capacity,Uplink,Completed
2025-02-24 18:13:56.453,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19640000,-94.18440500,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE/LTE-5G NR,httpbin.org,HTTPS,10,9527296,56.909,170.397,10.863,10.064,443.000,132,214360,4.482,Capacity,Uplink,Completed
2025-02-24 18:14:21.564,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19640300,-94.18440400,QualiPoc_083101,T-Mobile,LTE,LTE,LTE/LTE CA/LTE-5G NR,github.com,HTTPS,10,7706013,36.857,6556.280,9.849,9.574,82.000,99,7846228,32.375,Capacity,Downlink,Completed
2025-02-24 18:14:21.564,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19640300,-94.18440400,QualiPoc_083101,T-Mobile,LTE,LTE CA,LTE/LTE CA/LTE-5G NR,github.com,HTTPS,10,7706013,36.857,6556.280,9.849,9.574,82.000,99,7846228,32.375,Capacity,Downlink,Completed
2025-02-24 18:14:21.564,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19640300,-94.18440400,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE/LTE CA/LTE-5G NR,github.com,HTTPS,10,7706013,36.857,6556.280,9.849,9.574,82.000,99,7846228,32.375,Capacity,Downlink,Completed
2025-02-24 18:14:27.924,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19640000,-94.18440700,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE-5G NR,httpbin.org,HTTPS,10,0,,,0.000,,,,,,Capacity,Uplink,Failed
2025-02-24 18:14:50.781,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19635500,-94.18442000,QualiPoc_083101,T-Mobile,LTE,LTE,LTE/LTE CA/LTE-5G NR,github.com,HTTPS,10,0,,,1.310,,,,,,Capacity,Downlink,Failed
2025-02-24 18:14:50.781,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19635500,-94.18442000,QualiPoc_083101,T-Mobile,LTE,LTE CA,LTE/LTE CA/LTE-5G NR,github.com,HTTPS,10,0,,,1.310,,,,,,Capacity,Downlink,Failed
2025-02-24 18:14:50.781,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19635500,-94.18442000,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE/LTE CA/LTE-5G NR,github.com,HTTPS,10,0,,,1.310,,,,,,Capacity,Downlink,Failed
2025-02-24 18:15:06.979,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19636300,-94.18433300,QualiPoc_083101,T-Mobile,LTE,LTE,LTE/LTE-5G NR,httpbin.org,HTTPS,10,9474048,222.598,325.663,10.826,10.273,242.000,142,418192,9.095,Capacity,Uplink,Completed
2025-02-24 18:15:06.979,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19636300,-94.18433300,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE/LTE-5G NR,httpbin.org,HTTPS,10,9474048,222.598,325.663,10.826,10.273,242.000,142,418192,9.095,Capacity,Uplink,Completed
2025-02-24 18:15:31.975,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19632500,-94.18429900,QualiPoc_083101,T-Mobile,LTE,LTE,LTE/LTE-5G NR,github.com,HTTPS,10,62474911,36.835,61411.646,9.904,7.527,1903.000,289,57780682,218.631,Capacity,Downlink,Completed
2025-02-24 18:15:31.975,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19632500,-94.18429900,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE/LTE-5G NR,github.com,HTTPS,10,62474911,36.835,61411.646,9.904,7.527,1903.000,289,57780682,218.631,Capacity,Downlink,Completed
2025-02-24 18:15:47.756,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19613700,-94.18399100,QualiPoc_083101,T-Mobile,LTE,LTE,LTE/LTE CA/LTE-5G NR,httpbin.org,HTTPS,10,9490432,902.880,956.835,10.505,9.196,1093.000,120,1099882,26.678,Capacity,Uplink,Completed
2025-02-24 18:15:47.756,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19613700,-94.18399100,QualiPoc_083101,T-Mobile,LTE,LTE CA,LTE/LTE CA/LTE-5G NR,httpbin.org,HTTPS,10,9490432,902.880,956.835,10.505,9.196,1093.000,120,1099882,26.678,Capacity,Uplink,Completed
2025-02-24 18:15:47.756,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19613700,-94.18399100,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE/LTE CA/LTE-5G NR,httpbin.org,HTTPS,10,9490432,902.880,956.835,10.505,9.196,1093.000,120,1099882,26.678,Capacity,Uplink,Completed
2025-02-24 18:16:12.880,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19631700,-94.18384700,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE-5G NR,github.com,HTTPS,10,46423232,36.461,39603.876,9.973,8.680,1128.000,67,42970206,159.496,Capacity,Downlink,Completed
2025-02-24 18:16:28.687,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19630700,-94.18363300,QualiPoc_083101,T-Mobile,LTE,LTE,LTE/LTE-5G NR,httpbin.org,HTTPS,10,9498624,307.527,427.823,10.543,10.071,163.000,147,538576,12.064,Capacity,Uplink,Completed
2025-02-24 18:16:28.687,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19630700,-94.18363300,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE/LTE-5G NR,httpbin.org,HTTPS,10,9498624,307.527,427.823,10.543,10.071,163.000,147,538576,12.064,Capacity,Uplink,Completed
2025-02-24 18:16:53.725,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19624500,-94.18354000,QualiPoc_083101,T-Mobile,LTE,LTE,LTE/LTE-5G NR,github.com,HTTPS,10,79052422,36.840,70146.975,9.819,5.502,4002.000,134,48243582,239.005,Capacity,Downlink,Completed
2025-02-24 18:16:53.725,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19624500,-94.18354000,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE/LTE-5G NR,github.com,HTTPS,10,79052422,36.840,70146.975,9.819,5.502,4002.000,134,48243582,239.005,Capacity,Downlink,Completed
2025-02-24 18:17:09.687,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19625100,-94.18336500,QualiPoc_083101,T-Mobile,LTE,LTE,LTE/LTE-5G NR,httpbin.org,HTTPS,10,9535488,453.082,589.510,10.579,10.242,26.000,138,754720,16.663,Capacity,Uplink,Completed
2025-02-24 18:17:09.687,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19625100,-94.18336500,QualiPoc_083101,T-Mobile,LTE,LTE-5G NR,LTE/LTE-5G NR,httpbin.org,HTTPS,10,9535488,453.082,589.510,10.579,10.242,26.000,138,754720,16.663,Capacity,Uplink,Completed
