Time,Date,Collection,Latitude,Longitude,Operator,Data Technology,Data Technology Reporting,RAN Configuration,DL Carriers,DL Bandwidth Aggregated,5G NR Net PDSCH Throughput,PDSCH BLER,Avg PDSCH TB Size,Num PDSCH TBs,Avg Num PDSCH RBs per Slot,Num PDSCH RBs,Avg Num PDSCH REs per TB,Num PDSCH REs,MCS,Avg PDSCH Code Rate,PDSCH SCS,Num PDSCH Slots,PDSCH ReTx = 1,PDSCH ReTx = 2,PDSCH ReTx >= 3,Max PDSCH Layers,Avg PDSCH Layers,Test Name,Direction,Test Status
2025-02-24 18:00:50.959,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19548000,-94.18444900,T-Mobile,5G NR CA,5G NR CA,5G SA,4,215,538487.68,0.117,22041.6,1764,118,207366,18103,31934364,21.6,0.66339993,30,1764,187,11,0,9,2,Capacity,Downlink,Completed
2025-02-24 18:00:51.448,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19547800,-94.18444900,T-Mobile,5G NR CA,5G NR CA,5G SA,4,215,396125.632,0.115,22096,1297,122,158614,18833,24426556,19.8,0.6103,30,1297,145,2,0,9,2.1,Capacity,Downlink,Completed
2025-02-24 18:00:51.948,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19547800,-94.18444900,T-Mobile,5G NR CA,5G NR CA,5G SA,4,215,359187.968,0.11399999,16302.5,1607,88,141457,13556,21784378,19.7,0.5776,30,1607,173,3,0,9,2.1,Capacity,Downlink,Completed
2025-02-24 18:00:52.449,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19547600,-94.18444800,T-Mobile,5G NR CA,5G NR CA,5G SA,4,215,419502.944,0.099,18716.9,1624,98,159111,15088,24503094,21.3,0.6302,30,1624,158,1,0,8,2,Capacity,Downlink,Completed
2025-02-24 18:00:52.951,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19547600,-94.18444800,T-Mobile,5G NR CA,5G NR CA,5G SA,4,215,556963.456,0.1,20485.7,1962,112,220432,17302,33946528,21.1,0.6746,30,1962,198,1,0,8,2,Capacity,Downlink,Completed
2025-02-24 18:00:53.453,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19549200,-94.18445000,T-Mobile,5G NR CA,5G NR CA,5G SA,4,215,542364.096,0.1,17799,2192,116,253859,17835,39094286,18.8,0.6247,30,2192,219,1,0,10,2.3,Capacity,Downlink,Completed
2025-02-24 18:00:53.954,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19549200,-94.18445000,T-Mobile,5G NR CA,5G NR CA,5G SA,4,15,173510.24,0.135,16183.6,786,91,71175,13945,10960950,18.2,0.5789,30,786,87,8,1,8,1.9,Capacity,Downlink,Completed
2025-02-24 18:00:54.458,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19549700,-94.18445600,T-Mobile,5G NR,5G NR,5G SA,1,15,8944.008,0.091000006,1411.1,452,22,10151,3459,1563254,8.9,0.42430001,15,452,41,0,0,2,2,Capacity,Downlink,Completed
2025-02-24 18:00:54.958,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19549700,-94.18445600,T-Mobile,5G NR,5G NR,5G SA,1,15,6777.536,0.086,1019.7,467,22,10497,3462,1616538,6.8,0.373,15,467,40,0,0,2,2,Capacity,Downlink,Completed
2025-02-24 18:01:00.962,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19549800,-94.18445500,T-Mobile,5G NR,5G NR,5G SA,1,15,5449.512,0.069,932.8,407,34,13800,5222,2125200,7.2,0.38729998,15,407,28,0,0,1,1,Capacity,Uplink,Failed
2025-02-24 18:01:01.462,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19549800,-94.18445500,T-Mobile,5G NR,5G NR,5G SA,1,15,15442.72,0.073,2337.3,454,63,28454,9652,4381916,9.3,0.45380002,15,454,32,0,0,1,1,Capacity,Uplink,Failed
2025-02-24 18:01:06.810,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19550500,-94.18445600,T-Mobile,5G NR,5G NR,5G SA,1,15,2037.688,0.084,494.4,299,18,5395,2779,830830,7.6,0.39020002,15,299,25,0,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:07.314,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19550500,-94.18445600,T-Mobile,5G NR,5G NR,5G SA,1,15,2221.688,0.106000006,595.1,265,19,5045,2932,776930,8.8,0.4094,15,265,28,0,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:07.814,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19550500,-94.18445600,T-Mobile,5G NR,5G NR,5G SA,1,15,2809.704,0.093,591,356,22,7713,3337,1187802,7.5,0.3757,15,356,30,1,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:08.318,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551000,-94.18445700,T-Mobile,5G NR,5G NR,5G SA,1,15,1997.264,0.084,528.7,273,21,5738,3237,883652,6.9,0.3679,15,273,24,0,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:08.818,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551000,-94.18445700,T-Mobile,5G NR,5G NR,5G SA,1,15,4824.96,0.078,964.6,347,21,7453,3308,1147762,11.7,0.45700002,15,347,21,2,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:09.318,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551000,-94.18445700,T-Mobile,5G NR,5G NR,5G SA,1,15,2567.504,0.148,918,210,19,4062,2979,625548,13.7,0.4595,15,210,30,0,1,1,1,Ping,Mixed,Completed
2025-02-24 18:01:09.822,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551000,-94.18445700,T-Mobile,5G NR,5G NR,5G SA,1,15,2179.768,0.11399999,619.2,272,18,4850,2746,746900,9.5,0.42259997,15,272,27,2,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:10.330,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551000,-94.18445700,T-Mobile,5G NR,5G NR,5G SA,1,15,1186.944,0.133,662.7,150,18,2657,2728,409178,10,0.39310002,15,150,14,3,0,3,1.2,Ping,Mixed,Completed
2025-02-24 18:01:10.830,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551000,-94.18445700,T-Mobile,5G NR,5G NR,5G SA,1,15,924.528,0.129,330.8,249,16,4049,2504,623546,4.3,0.1599,15,249,18,5,0,3,2.6,Ping,Mixed,Completed
2025-02-24 18:01:11.330,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551000,-94.18445700,T-Mobile,5G NR,5G NR,5G SA,1,15,1054.92,0.11,354.9,218,15,3330,2352,512820,6.6,0.3621,15,218,20,4,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:11.834,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551000,-94.18445700,T-Mobile,5G NR,5G NR,5G SA,1,15,952.32,0.066,407.2,166,16,2720,2523,418880,6.5,0.3786,15,166,11,0,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:12.338,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551000,-94.18445700,T-Mobile,5G NR,5G NR,5G SA,1,15,734.656,0.075,379,134,15,2008,2308,309232,7.2,0.377,15,134,10,0,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:12.850,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551000,-94.18445700,T-Mobile,5G NR,5G NR,5G SA,1,15,433.376,0.078,205.1,154,17,2655,2655,408870,3.6,0.2732,15,154,11,0,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:13.350,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR,5G NR,5G SA,1,15,313.872,0.142,172.5,162,19,3113,2959,479402,4.3,0.1672,15,162,14,5,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:13.851,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR,5G NR,5G SA,1,15,5828.512,0.19299999,1766.1,295,40,11888,6206,1830752,11.4,0.38639998,15,295,23,17,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:14.127,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR CA,5G NR CA,5G SA,2,225,10487.232,0.08,2055.7,199,43,8617,6668,1327018,10.2,0.3769,15,199,16,0,0,3,1.6,Ping,Mixed,Completed
2025-02-24 18:01:14.255,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,14126.096,0.099,1477.5,192,74,14227,11411,2190958,8.8,0.2851,30,192,14,1,0,5,1.1,Ping,Mixed,Completed
2025-02-24 18:01:14.518,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,177153.984,0.105,10467.6,646,107,69275,16514,10668350,15.6,0.5301,30,646,58,1,2,7,1.4,Ping,Mixed,Completed
2025-02-24 18:01:15.077,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR CA,5G NR CA,5G SA,1,225,0,0,,,,,,,,,,,0,0,0,,,Ping,Mixed,Completed
2025-02-24 18:01:15.083,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR,5G NR,5G SA,1,225,0.48,0,36,1,7,7,1078,1078,1,0.1336,15,1,0,0,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:15.107,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR CA,5G NR,5G SA,1,225,29.6,0,111,1,1,1,154,154,13,0.48049998,30,1,0,0,0,2,2,Ping,Mixed,Completed
2025-02-24 18:01:15.475,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR,5G NR,5G SA,1,225,0,0,,,,,,,,,,,0,0,0,,,Ping,Mixed,Completed
2025-02-24 18:01:15.525,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR,5G NR,5G SA,1,225,7.68,0,24,2,10,20,1540,3080,0.5,0.0736,15,2,0,0,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:16.085,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR,5G NR,5G SA,1,225,1.712,0,40,3,8,24,1232,3696,1,0.1299,15,3,0,0,0,1,1,Ping,Mixed,Completed
2025-02-24 18:01:16.589,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR,5G NR,5G SA,1,225,650.688,0,891.1,46,24,1107,3706,170478,7.7,0.35860002,15,46,0,0,0,1,1,Capacity,Downlink,Completed
2025-02-24 18:01:17.089,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR,5G NR,5G SA,1,225,4308.496,0.079,1687.7,178,28,4911,4249,756294,9.9,0.4184,15,178,14,0,0,2,1.6,Capacity,Downlink,Completed
2025-02-24 18:01:17.361,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR CA,5G NR CA,5G SA,2,225,13368.816,0.111,2596,199,45,9040,6996,1392160,15,0.4772,15,199,22,0,0,3,1.1,Capacity,Downlink,Completed
2025-02-24 18:01:17.449,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,12035.832,0.049000002,1417.5,102,69,7018,10596,1080772,7.9,0.2858,30,102,5,0,1,6,1,Capacity,Downlink,Completed
2025-02-24 18:01:17.942,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19551400,-94.18445800,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,107049.816,0.069,8370.9,880,71,62272,10898,9589888,15.1,0.5286,30,880,52,2,0,6,1.6,Capacity,Downlink,Completed
2025-02-24 18:01:18.440,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19552500,-94.18445900,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,140969.44,0.074,9858.1,1027,72,74036,11102,11401544,17,0.551,30,1027,78,1,0,7,1.7,Capacity,Downlink,Completed
2025-02-24 18:01:18.938,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19552500,-94.18445900,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,242280.88,0.087,13877.7,1246,93,116248,14368,17902192,17.2,0.5686,30,1246,109,0,0,7,1.8,Capacity,Downlink,Completed
2025-02-24 18:01:19.437,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19552500,-94.18445900,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,303450.976,0.105,13919,1585,100,158545,15404,24415930,17.3,0.5585,30,1585,166,0,0,10,1.8,Capacity,Downlink,Completed
2025-02-24 18:01:19.940,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19552500,-94.18445900,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,220612.752,0.091000006,9889.7,1673,102,171131,15753,26354174,10.5,0.3787,30,1673,148,2,0,10,2.5,Capacity,Downlink,Completed
2025-02-24 18:01:20.440,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19552500,-94.18445900,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,332024.64,0.108,16047.5,1563,128,199606,19667,30739324,15.2,0.4997,30,1563,165,0,0,11,2,Capacity,Downlink,Completed
2025-02-24 18:01:20.937,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19552500,-94.18445900,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,366860.16,0.11,16659.9,1628,116,188869,17866,29085826,17,0.5432,30,1628,180,1,0,8,1.8,Capacity,Downlink,Completed
2025-02-24 18:01:21.439,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19552500,-94.18445900,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,516362.432,0.111,19022.5,1992,120,239045,18480,36812930,19.6,0.6123,30,1992,220,0,0,6,1.6,Capacity,Downlink,Completed
2025-02-24 18:01:21.941,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19552500,-94.18445900,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,432535.84,0.113000005,16988.9,1879,111,208447,17084,32100838,19.5,0.6095,30,1879,208,4,0,6,1.6,Capacity,Downlink,Completed
2025-02-24 18:01:22.439,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19552500,-94.18445900,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,434098.336,0.12100001,20161.4,1590,122,194743,18862,29990422,18.8,0.6181,30,1590,180,2,1,6,1.6,Capacity,Downlink,Completed
2025-02-24 18:01:22.939,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19552500,-94.18445900,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,374700.288,0.116000004,17714.8,1566,119,186179,18309,28671566,17.9,0.6043,30,1566,175,2,0,6,1.6,Capacity,Downlink,Completed
2025-02-24 18:01:23.441,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19553500,-94.18446000,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,395434.048,0.108,16121.9,1819,115,208602,17661,32124708,17.4,0.5937,30,1819,180,7,2,6,1.6,Capacity,Downlink,Completed
2025-02-24 18:01:23.944,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19553500,-94.18446000,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,418359.04,0.11399999,15900,1983,110,219058,17012,33734932,17.7,0.57919997,30,1983,224,1,0,6,1.6,Capacity,Downlink,Completed
2025-02-24 18:01:24.445,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19553500,-94.18446000,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,397839.168,0.113000005,15395.3,1921,106,203411,16307,31325294,18.1,0.5794,30,1921,216,0,0,6,1.6,Capacity,Downlink,Completed
2025-02-24 18:01:24.946,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19553500,-94.18446000,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,295024.96,0.086,13440.4,1618,100,161535,15375,24876390,16.6,0.5785,30,1618,135,0,0,7,1.6,Capacity,Downlink,Completed
2025-02-24 18:01:25.445,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19553500,-94.18446000,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,316026.56,0.106000006,12832.9,1825,91,165589,13973,25500706,17.2,0.588,30,1825,190,5,0,7,1.7,Capacity,Downlink,Completed
2025-02-24 18:01:25.947,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19553500,-94.18446000,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,348876.224,0.101,16034,1603,110,176127,16920,27123558,16.6,0.5374,30,1603,163,0,0,7,1.7,Capacity,Downlink,Completed
2025-02-24 18:01:26.393,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19553500,-94.18446000,T-Mobile,5G NR CA,5G NR CA,5G SA,4,225,84976.72,0.099,9242.2,715,67,48058,10351,7400932,17.3,0.59389997,30,715,69,1,0,7,1.7,Capacity,Downlink,Completed
2025-02-24 18:01:31.769,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19554400,-94.18446100,T-Mobile,5G NR,5G NR,5G SA,1,225,0.392,0,51,1,8,8,1232,1232,0,0.0828,15,1,0,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:01:32.269,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19554400,-94.18446100,T-Mobile,5G NR,5G NR,5G SA,1,225,1134.712,0.009,668.4,108,25,2653,3783,408562,4.8,0.316,15,108,1,0,0,2,1.4,Capacity,Uplink,Completed
2025-02-24 18:01:32.769,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19554400,-94.18446100,T-Mobile,5G NR,5G NR,5G SA,1,225,268.144,0,137.3,123,8,934,1169,143836,2.1,0.22690001,15,123,0,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:01:33.273,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19562400,-94.18452400,T-Mobile,5G NR,5G NR,5G SA,1,225,143.256,0,122.9,77,8,597,1194,91938,1.9,0.2076,15,77,0,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:01:33.785,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19562400,-94.18452400,T-Mobile,5G NR,5G NR,5G SA,1,225,188.68,0,169,73,10,725,1529,111650,2.1,0.2124,15,73,0,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:01:34.285,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19563500,-94.18450600,T-Mobile,5G NR,5G NR,5G SA,1,225,159.664,0,134.7,76,8,582,1179,89628,2.1,0.2309,15,76,0,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:01:34.785,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19563500,-94.18448100,T-Mobile,5G NR,5G NR,5G SA,1,225,252.144,0,178.5,89,8,703,1216,108262,2.6,0.2687,15,89,0,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:01:35.289,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19563500,-94.18445500,T-Mobile,5G NR,5G NR,5G SA,1,225,264.952,0.009,158.3,107,8,857,1233,131978,2.3,0.2457,15,107,1,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:01:35.789,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19563500,-94.18445500,T-Mobile,5G NR,5G NR,5G SA,1,225,181.488,0,132.4,88,8,676,1183,104104,2.1,0.2237,15,88,0,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:01:36.297,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19565400,-94.18447000,T-Mobile,5G NR,5G NR,5G SA,1,225,175.344,0,140.5,82,8,619,1163,95326,2.3,0.2441,15,82,0,0,0,2,2,Capacity,Uplink,Completed
2025-02-24 18:01:36.797,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19565400,-94.18447000,T-Mobile,5G NR,5G NR,5G SA,1,225,178.04,0,148.1,76,8,586,1187,90244,4.6,0.382,15,76,0,0,0,2,1,Capacity,Uplink,Completed
2025-02-24 18:01:37.309,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19566100,-94.18447300,T-Mobile,5G NR,5G NR,5G SA,1,225,311.48,0.008,158.1,129,8,1092,1304,168168,3,0.28350002,15,129,0,0,0,2,1.7,Capacity,Uplink,Completed
2025-02-24 18:01:37.809,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19566100,-94.18447300,T-Mobile,5G NR,5G NR,5G SA,1,225,217.376,0,145.6,96,8,723,1160,111342,4.3,0.3268,15,96,1,0,0,2,1.3,Capacity,Uplink,Completed
2025-02-24 18:01:38.317,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19565200,-94.18453000,T-Mobile,5G NR,5G NR,5G SA,1,225,238.864,0.018,140.6,111,8,851,1181,131054,3.9,0.31239998,15,111,2,0,0,2,1.3,Capacity,Uplink,Completed
2025-02-24 18:01:38.809,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19565200,-94.18453000,T-Mobile,5G NR,5G NR,5G SA,1,225,153.488,0.043,141.8,70,8,580,1276,89320,3.1,0.2744,15,70,3,0,0,2,1.6,Capacity,Uplink,Completed
2025-02-24 18:01:39.309,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19567800,-94.18453800,T-Mobile,5G NR,5G NR,5G SA,1,225,241.456,0.011,161.9,94,8,733,1201,112882,3.8,0.32439998,15,94,1,0,0,2,1.6,Capacity,Uplink,Completed
2025-02-24 18:01:39.809,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19567800,-94.18453800,T-Mobile,5G NR,5G NR,5G SA,1,225,303.408,0.059,175.2,119,11,1265,1637,194810,3.2,0.21030001,15,119,4,0,1,2,2,Capacity,Uplink,Completed
2025-02-24 18:01:40.309,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19569400,-94.18454400,T-Mobile,5G NR,5G NR,5G SA,1,225,199.488,0.009,114.7,112,12,1330,1829,204820,2.1,0.2368,15,112,1,0,0,2,1.4,Capacity,Uplink,Completed
2025-02-24 18:01:40.813,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19569400,-94.18454400,T-Mobile,5G NR,5G NR,5G SA,1,225,154.704,0,135.3,73,8,591,1247,91014,3.6,0.3143,15,73,0,0,0,2,1.3,Capacity,Uplink,Completed
2025-02-24 18:01:41.285,2025-02-24,Day1-TMO-MNO-DEF-IN,36.19571000,-94.18454800,T-Mobile,5G NR,5G NR,5G SA,1,225,83.392,0,103.6,48,13,612,1964,94248,0.6,0.1191,15,48,0,0,0,2,2,Capacity,Uplink,Completed
