Full Date Time;Date;Time;Collection;Latitude;Longitude;Operator;Technology;Band Number;RAN Configuration;Data Technology;Cell Type;Carrier Index;PCI 5G NR;SSB Index;UL NR-ARFCN;5G NR Net PUSCH Throughput;UL Bandwidth;PUSCH Modulation;Avg PUSCH TB Size;Num PUSCH TBs;PUSCH TB Rate;Avg Num PUSCH RBs per Slot;Num PUSCH RBs;MCS;PUSCH SCS;Num PUSCH Slots;Avg PUSCH Layers;DL Pathloss;PUSCH Tx Power;PUSCH ReTx Rate;Bytes Transferred over PUSCH;Test Name;Direction;Test Status
2025-02-24 18:01:08.787;2025-02-24;18:01:08.787;Day1-TMO-MNO-DEF-IN;36.19551000;-94.18445700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;447;0;375078;60.344;14;16-QAM;108.9;36;71.9;4;134;6.1;15;36;1;116.5;21.5;0.0279999990016222;3920;Ping;Mixed;Completed
2025-02-24 18:01:09.261;2025-02-24;18:01:09.261;Day1-TMO-MNO-DEF-IN;36.19551000;-94.18445700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;447;0;375078;53.816;14;16-QAM;113.4;29;61.2;7;209;4.7;15;29;1;116;21.7;0.03400000184774399;3290;Ping;Mixed;Completed
2025-02-24 18:01:09.783;2025-02-24;18:01:09.783;Day1-TMO-MNO-DEF-IN;36.19551000;-94.18445700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;447;0;375078;49.688;14;16-QAM;98.4;35;67.1;3;105;5.8;15;35;1;115.7;21.5;0.056999996304512024;3444;Ping;Mixed;Completed
2025-02-24 18:01:10.281;2025-02-24;18:01:10.281;Day1-TMO-MNO-DEF-IN;36.19551000;-94.18445700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;447;0;375078;46.584;14;16-QAM;100;29;58.2;3;87;6;15;29;1;115;21.5;0;2900;Ping;Mixed;Completed
2025-02-24 18:01:10.821;2025-02-24;18:01:10.821;Day1-TMO-MNO-DEF-IN;36.19551000;-94.18445700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;447;0;375078;41.936;14;16-QAM;122.2;24;44.4;3;72;7.7;15;24;1;115.7;21.3;0.041999999433755875;2932;Ping;Mixed;Completed
2025-02-24 18:01:11.301;2025-02-24;18:01:11.301;Day1-TMO-MNO-DEF-IN;36.19551000;-94.18445700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;447;0;375078;37.624;14;16-QAM;150.5;15;31.3;3;45;9.9;15;15;1;120.2;21.1;0;2257;Ping;Mixed;Completed
2025-02-24 18:01:11.799;2025-02-24;18:01:11.799;Day1-TMO-MNO-DEF-IN;36.19551000;-94.18445700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;447;0;375078;22.768;14;QPSK;81.5;20;40.2;6;118;3.9;15;20;1;124.3;21.8;0.10000000149011612;1629;Ping;Mixed;Completed
2025-02-24 18:01:12.303;2025-02-24;18:01:12.303;Day1-TMO-MNO-DEF-IN;36.19551000;-94.18445700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;447;0;375078;24.76;14;16-QAM;111.4;14;27.8;3;42;6.9;15;14;1;119.5;21.4;0;1560;Ping;Mixed;Completed
2025-02-24 18:01:12.822;2025-02-24;18:01:12.822;Day1-TMO-MNO-DEF-IN;36.19551000;-94.18445700;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;447;0;375078;24.2;14;16-QAM;114.1;15;28.9;3;45;7.1;15;15;1;118.6;21.5;0.06700000166893005;1711;Ping;Mixed;Completed
2025-02-24 18:01:13.302;2025-02-24;18:01:13.302;Day1-TMO-MNO-DEF-IN;36.19551400;-94.18445800;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;447;0;375078;17.864;14;16-QAM;97.8;12;25;3;36;5.8;15;12;1;121.6;21.5;0.08300000429153442;1173;Ping;Mixed;Completed
2025-02-24 18:01:13.838;2025-02-24;18:01:13.838;Day1-TMO-MNO-DEF-IN;36.19551400;-94.18445800;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;66.888;14;16-QAM;124.8;37;69;6;214;6.6;15;37;1;114.3;19.7;0.027000000700354576;4616;Ping;Mixed;Completed
2025-02-24 18:01:14.357;2025-02-24;18:01:14.357;Day1-TMO-MNO-DEF-IN;36.19551400;-94.18445800;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;128.68;14;16-QAM;132.7;65;125.3;6;373;6.8;15;65;1;119.7;21.6;0.03099999949336052;8626;Ping;Mixed;Completed
2025-02-24 18:01:14.615;2025-02-24;18:01:14.615;Day1-TMO-MNO-DEF-IN;36.19551400;-94.18445800;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;161.464;14;16-QAM;166.2;32;124;5;155;8.3;15;32;1;122.2;21.5;0.03099999949336052;5318;Ping;Mixed;Completed
2025-02-24 18:01:15.116;2025-02-24;18:01:15.116;Day1-TMO-MNO-DEF-IN;36.19551400;-94.18445800;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;4.504;14;16-QAM;141;2;4;3;6;9;15;2;1;119;21.5;0;282;Ping;Mixed;Completed
2025-02-24 18:01:15.532;2025-02-24;18:01:15.532;Day1-TMO-MNO-DEF-IN;36.19551400;-94.18445800;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;28.264;14;16-QAM;146.5;11;26.4;3;33;9.5;15;11;1;118.7;21.5;0.09100000560283661;1611;Ping;Mixed;Completed
2025-02-24 18:01:16.079;2025-02-24;18:01:16.079;Day1-TMO-MNO-DEF-IN;36.19551400;-94.18445800;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;2.064;14;16-QAM;141;1;1.8;3;3;9;15;1;1;113;21.5;0;141;Ping;Mixed;Completed
2025-02-24 18:01:16.583;2025-02-24;18:01:16.583;Day1-TMO-MNO-DEF-IN;36.19551400;-94.18445800;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;260.376;14;16-QAM;229.8;74;146.8;15;1079;5.2;15;74;1;112.6;21.7;0.027000000700354576;17003;Capacity;Downlink;Completed
2025-02-24 18:01:17.084;2025-02-24;18:01:17.084;Day1-TMO-MNO-DEF-IN;36.19551400;-94.18445800;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;568.448;14;16-QAM;334.1;111;221.5;15;1692;6.7;15;111;1;113;21.6;0.035999998450279236;37089;Capacity;Downlink;Completed
2025-02-24 18:01:17.585;2025-02-24;18:01:17.585;Day1-TMO-MNO-DEF-IN;36.19551400;-94.18445800;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;793.368;14;QPSK;276.6;194;387.3;18;3493;5;15;194;1;113.8;21.7;0.0819999948143959;53657;Capacity;Downlink;Completed
2025-02-24 18:01:18.089;2025-02-24;18:01:18.089;Day1-TMO-MNO-DEF-IN;36.19552500;-94.18445900;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;2371.04;14;QPSK;435.8;372;738.1;28;10405;3.8;15;372;1;114.8;21.9;0.08300000429153442;162099;Capacity;Downlink;Completed
2025-02-24 18:01:18.590;2025-02-24;18:01:18.590;Day1-TMO-MNO-DEF-IN;36.19552500;-94.18445900;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1094.776;14;QPSK;243.3;316;630.8;26;8355;3.2;15;316;1;115;21.9;0.10399999469518661;76870;Capacity;Downlink;Completed
2025-02-24 18:01:19.089;2025-02-24;18:01:19.089;Day1-TMO-MNO-DEF-IN;36.19552500;-94.18445900;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1178.576;14;QPSK;257.1;306;612.8;25;7682;3.5;15;306;1;116;21.8;0.0689999982714653;78682;Capacity;Downlink;Completed
2025-02-24 18:01:19.586;2025-02-24;18:01:19.586;Day1-TMO-MNO-DEF-IN;36.19552500;-94.18445900;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1095.048;14;QPSK;362.8;201;404.7;19;3744;6;15;201;1;115.7;21.6;0.07000000029802322;72913;Capacity;Downlink;Completed
2025-02-24 18:01:20.087;2025-02-24;18:01:20.087;Day1-TMO-MNO-DEF-IN;36.19552500;-94.18445900;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;913.776;14;QPSK;314.2;204;407.2;21;4276;4.8;15;204;1;115.4;21.7;0.09300000220537186;64096;Capacity;Downlink;Completed
2025-02-24 18:01:20.588;2025-02-24;18:01:20.588;Day1-TMO-MNO-DEF-IN;36.19552500;-94.18445900;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1192.424;14;QPSK;286.6;309;616.8;26;8164;2.8;15;309;1;115.5;21.9;0.12600000202655792;88554;Capacity;Downlink;Completed
2025-02-24 18:01:21.089;2025-02-24;18:01:21.089;Day1-TMO-MNO-DEF-IN;36.19552500;-94.18445900;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1343.952;14;QPSK;338.3;271;540.9;24;6589;3.7;15;271;1;116;21.8;0.07699999958276749;91690;Capacity;Downlink;Completed
2025-02-24 18:01:21.590;2025-02-24;18:01:21.590;Day1-TMO-MNO-DEF-IN;36.19552500;-94.18445900;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1449.424;14;QPSK;360.4;278;555;26;7318;3.3;15;278;1;114.5;21.9;0.07900000363588333;100181;Capacity;Downlink;Completed
2025-02-24 18:01:22.088;2025-02-24;18:01:22.088;Day1-TMO-MNO-DEF-IN;36.19552500;-94.18445900;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1310.632;14;QPSK;374.1;246;493.9;27;6660;3.7;15;246;1;113.1;21.8;0.08899999409914017;92033;Capacity;Downlink;Completed
2025-02-24 18:01:22.586;2025-02-24;18:01:22.586;Day1-TMO-MNO-DEF-IN;36.19552500;-94.18445900;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1314.696;14;QPSK;442.9;202;405.6;30;6109;3.4;15;202;1;113;21.9;0.0689999982714653;89468;Capacity;Downlink;Completed
2025-02-24 18:01:23.087;2025-02-24;18:01:23.087;Day1-TMO-MNO-DEF-IN;36.19553500;-94.18446000;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;799.68;14;QPSK;356.1;170;339.3;34;5736;1.9;15;170;1;113.4;22;0.1469999998807907;60536;Capacity;Downlink;Completed
2025-02-24 18:01:23.588;2025-02-24;18:01:23.588;Day1-TMO-MNO-DEF-IN;36.19553500;-94.18446000;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1507.24;14;QPSK;305.2;346;690.6;37;12789;1.2;15;346;1;114;22;0.09000000357627869;105596;Capacity;Downlink;Completed
2025-02-24 18:01:24.088;2025-02-24;18:01:24.088;Day1-TMO-MNO-DEF-IN;36.19553500;-94.18446000;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;948.824;14;QPSK;235.6;287;572.9;31;8918;1.9;15;287;1;115.1;23.4;0.09399999678134918;67614;Capacity;Downlink;Completed
2025-02-24 18:01:24.589;2025-02-24;18:01:24.589;Day1-TMO-MNO-DEF-IN;36.19553500;-94.18446000;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1328.568;14;QPSK;383.5;237;473.1;33;7714;4.2;15;237;1;119.6;23.5;0.07999999821186066;90888;Capacity;Downlink;Completed
2025-02-24 18:01:25.087;2025-02-24;18:01:25.087;Day1-TMO-MNO-DEF-IN;36.19553500;-94.18446000;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;538.28;14;QPSK;180.5;212;425.6;25;5345;1.7;15;212;1;126;23.5;0.12700000405311584;38260;Capacity;Downlink;Completed
2025-02-24 18:01:25.588;2025-02-24;18:01:25.588;Day1-TMO-MNO-DEF-IN;36.19553500;-94.18446000;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;1610.456;14;QPSK;447;261;520.9;32;8332;5.2;15;261;1;123.1;23.2;0.11500000208616257;116659;Capacity;Downlink;Completed
2025-02-24 18:01:26.089;2025-02-24;18:01:26.089;Day1-TMO-MNO-DEF-IN;36.19553500;-94.18446000;T-Mobile;5G NR;25;SA;5G NR CA;MCG PCell;PCell;585;0;375078;743.472;14;QPSK;190.1;294;586.9;23;6822;1.6;15;294;1;121.2;23.4;0.1289999932050705;55876;Capacity;Downlink;Completed
2025-02-24 18:01:31.759;2025-02-24;18:01:31.759;Day1-TMO-MNO-DEF-IN;36.19554400;-94.18446100;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;0.096;14;;12;1;1;3;3;0;15;1;1;116;23.5;0;12;Capacity;Uplink;Completed
2025-02-24 18:01:32.260;2025-02-24;18:01:32.260;Day1-TMO-MNO-DEF-IN;36.19554400;-94.18446100;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;3259.888;14;QPSK;858.9;251;501;40;10135;7.9;15;251;1;115.4;21.9;0.04399999976158142;215580;Capacity;Uplink;Completed
2025-02-24 18:01:32.761;2025-02-24;18:01:32.761;Day1-TMO-MNO-DEF-IN;36.19554400;-94.18446100;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;6322.368;14;QPSK;1079.4;418;834.3;46;19353;4.3;15;418;1;112.9;21.1;0.11999999731779099;451199;Capacity;Uplink;Completed
2025-02-24 18:01:33.262;2025-02-24;18:01:33.262;Day1-TMO-MNO-DEF-IN;36.19562400;-94.18452400;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;3420.944;14;QPSK;652.1;399;796.4;33;13203;3.6;15;399;1;112;21.9;0.17000000178813934;260205;Capacity;Uplink;Completed
2025-02-24 18:01:33.763;2025-02-24;18:01:33.763;Day1-TMO-MNO-DEF-IN;36.19562400;-94.18452400;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;2387.904;14;QPSK;548.3;339;676.6;34;11394;2.9;15;339;1;111;21.9;0.19200000166893005;185864;Capacity;Uplink;Completed
2025-02-24 18:01:34.264;2025-02-24;18:01:34.264;Day1-TMO-MNO-DEF-IN;36.19563500;-94.18450600;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;1651.608;14;QPSK;333.5;344;686.6;34;11557;2.6;15;344;1;111.1;22.7;0.09600000083446503;114726;Capacity;Uplink;Completed
2025-02-24 18:01:34.765;2025-02-24;18:01:34.765;Day1-TMO-MNO-DEF-IN;36.19563500;-94.18448100;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;3095.456;14;QPSK;571.2;369;736.5;40;14699;5;15;369;1;114.5;23;0.07599999755620956;210783;Capacity;Uplink;Completed
2025-02-24 18:01:35.266;2025-02-24;18:01:35.266;Day1-TMO-MNO-DEF-IN;36.19563500;-94.18445500;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;3167.024;14;QPSK;719.7;310;618.7;39;12155;5.4;15;310;1;113.8;22.1;0.09000000357627869;223097;Capacity;Uplink;Completed
2025-02-24 18:01:35.767;2025-02-24;18:01:35.767;Day1-TMO-MNO-DEF-IN;36.19563500;-94.18445500;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;2509.4;14;QPSK;509.7;354;706.6;31;10894;3;15;354;1;116.6;21.9;0.10999999940395355;180420;Capacity;Uplink;Completed
2025-02-24 18:01:36.268;2025-02-24;18:01:36.268;Day1-TMO-MNO-DEF-IN;36.19565400;-94.18447000;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;1875.152;14;QPSK;498.8;269;536.9;32;8690;2.8;15;269;1;118.3;21.9;0.1119999960064888;134187;Capacity;Uplink;Completed
2025-02-24 18:01:36.769;2025-02-24;18:01:36.769;Day1-TMO-MNO-DEF-IN;36.19565400;-94.18447000;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;2055.568;14;QPSK;434.3;346;690.7;32;10971;2.4;15;346;1;119.5;21.9;0.1210000067949295;150279;Capacity;Uplink;Completed
2025-02-24 18:01:37.270;2025-02-24;18:01:37.270;Day1-TMO-MNO-DEF-IN;36.19566100;-94.18447300;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;3958.264;14;QPSK;784;367;732.5;37;13547;3.9;15;367;1;120.9;21.5;0.1340000033378601;287741;Capacity;Uplink;Completed
2025-02-24 18:01:37.771;2025-02-24;18:01:37.771;Day1-TMO-MNO-DEF-IN;36.19566100;-94.18447300;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;3525.136;14;QPSK;686.2;374;746.5;33;12398;3.8;15;374;1;120.7;21.9;0.1340000033378601;256628;Capacity;Uplink;Completed
2025-02-24 18:01:38.272;2025-02-24;18:01:38.272;Day1-TMO-MNO-DEF-IN;36.19565200;-94.18453000;T-Mobile;5G NR;25;SA;5G NR;MCG PCell;PCell;585;0;375078;3883.72;14;QPSK;753;370;738.4;36;13426;3.9;15;370;1;119.8;21.7;0.11399999260902405;278610;Capacity;Uplink;Completed
