Time,Latitude,Longitude,Test Name,Direction,Test Status,Operator,Technology,Band Number,Collection,RAN Configuration,Cell Type,PCI 5G NR,SSB Index,Cell Id,DL NR-ARFCN,DL Subcarrier Spacing,Type,Round Trip Time Average,Packet Size,Number of Attempts,Protocol
2025-02-24 18:02:27.974,36.19608700,-94.18442600,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,90.58,32,10,ICMP
2025-02-24 18:02:27.974,36.19608700,-94.18442600,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,90.58,32,10,ICMP
2025-02-24 18:02:27.974,36.19608700,-94.18442600,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,90.58,32,10,ICMP
2025-02-24 18:02:27.974,36.19608700,-94.18442600,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,90.58,32,10,ICMP
2025-02-24 18:02:59.781,36.19620000,-94.18447000,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,86.78,32,10,ICMP
2025-02-24 18:02:59.781,36.19620000,-94.18447000,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,86.78,32,10,ICMP
2025-02-24 18:02:59.781,36.19620000,-94.18447000,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,86.78,32,10,ICMP
2025-02-24 18:02:59.781,36.19620000,-94.18447000,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,86.78,32,10,ICMP
2025-02-24 18:02:59.781,36.19620000,-94.18447000,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,86.78,32,10,ICMP
2025-02-24 18:02:59.781,36.19620000,-94.18447000,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,86.78,32,10,ICMP
2025-02-24 18:03:21.908,36.19637200,-94.18445500,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,99.78,32,10,ICMP
2025-02-24 18:03:21.908,36.19637200,-94.18445500,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,99.78,32,10,ICMP
2025-02-24 18:03:21.908,36.19637200,-94.18445500,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,99.78,32,10,ICMP
2025-02-24 18:03:21.908,36.19637200,-94.18445500,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,99.78,32,10,ICMP
2025-02-24 18:03:21.908,36.19637200,-94.18445500,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,99.78,32,10,ICMP
2025-02-24 18:03:21.908,36.19637200,-94.18445500,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,99.78,32,10,ICMP
2025-02-24 18:03:43.892,36.19640800,-94.18466300,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,135.31,32,10,ICMP
2025-02-24 18:03:43.892,36.19640800,-94.18466300,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,135.31,32,10,ICMP
2025-02-24 18:03:43.892,36.19640800,-94.18466300,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,135.31,32,10,ICMP
2025-02-24 18:03:43.892,36.19640800,-94.18466300,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,135.31,32,10,ICMP
2025-02-24 18:03:43.892,36.19640800,-94.18466300,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,135.31,32,10,ICMP
2025-02-24 18:03:43.892,36.19640800,-94.18466300,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,135.31,32,10,ICMP
2025-02-24 18:04:05.949,36.19628300,-94.18471400,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,100.8,32,10,ICMP
2025-02-24 18:04:05.949,36.19628300,-94.18471400,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,100.8,32,10,ICMP
2025-02-24 18:04:05.949,36.19628300,-94.18471400,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,100.8,32,10,ICMP
2025-02-24 18:04:05.949,36.19628300,-94.18471400,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,100.8,32,10,ICMP
2025-02-24 18:04:05.949,36.19628300,-94.18471400,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,100.8,32,10,ICMP
2025-02-24 18:04:05.949,36.19628300,-94.18471400,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,100.8,32,10,ICMP
2025-02-24 18:04:27.931,36.19632000,-94.18481100,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,226.74,32,10,ICMP
2025-02-24 18:04:27.931,36.19632000,-94.18481100,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,226.74,32,10,ICMP
2025-02-24 18:04:27.931,36.19632000,-94.18481100,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,226.74,32,10,ICMP
2025-02-24 18:04:27.931,36.19632000,-94.18481100,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,226.74,32,10,ICMP
2025-02-24 18:04:27.931,36.19632000,-94.18481100,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,226.74,32,10,ICMP
2025-02-24 18:04:27.931,36.19632000,-94.18481100,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,226.74,32,10,ICMP
2025-02-24 18:04:49.964,36.19610000,-94.18492900,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,74.48,32,10,ICMP
2025-02-24 18:04:49.964,36.19610000,-94.18492900,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,74.48,32,10,ICMP
2025-02-24 18:04:49.964,36.19610000,-94.18492900,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,74.48,32,10,ICMP
2025-02-24 18:04:49.964,36.19610000,-94.18492900,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,74.48,32,10,ICMP
2025-02-24 18:04:49.964,36.19610000,-94.18492900,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,74.48,32,10,ICMP
2025-02-24 18:04:49.964,36.19610000,-94.18492900,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,74.48,32,10,ICMP
2025-02-24 18:05:11.909,36.19598700,-94.18497300,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,73.8,32,10,ICMP
2025-02-24 18:05:11.909,36.19598700,-94.18497300,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,73.8,32,10,ICMP
2025-02-24 18:05:11.909,36.19598700,-94.18497300,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,73.8,32,10,ICMP
2025-02-24 18:05:11.909,36.19598700,-94.18497300,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,73.8,32,10,ICMP
2025-02-24 18:05:11.909,36.19598700,-94.18497300,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,73.8,32,10,ICMP
2025-02-24 18:05:11.909,36.19598700,-94.18497300,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,73.8,32,10,ICMP
2025-02-24 18:05:53.076,36.19582200,-94.18446600,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,153.62,32,10,ICMP
2025-02-24 18:05:53.076,36.19582200,-94.18446600,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,153.62,32,10,ICMP
2025-02-24 18:05:53.076,36.19582200,-94.18446600,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,153.62,32,10,ICMP
2025-02-24 18:05:53.076,36.19582200,-94.18446600,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,153.62,32,10,ICMP
2025-02-24 18:05:53.076,36.19582200,-94.18446600,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,153.62,32,10,ICMP
2025-02-24 18:05:53.076,36.19582200,-94.18446600,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,153.62,32,10,ICMP
2025-02-24 18:06:15.061,36.19584300,-94.18437200,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,97.64,32,10,ICMP
2025-02-24 18:06:15.061,36.19584300,-94.18437200,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,97.64,32,10,ICMP
2025-02-24 18:06:15.061,36.19584300,-94.18437200,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,97.64,32,10,ICMP
2025-02-24 18:06:15.061,36.19584300,-94.18437200,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,97.64,32,10,ICMP
2025-02-24 18:06:15.061,36.19584300,-94.18437200,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,97.64,32,10,ICMP
2025-02-24 18:06:15.061,36.19584300,-94.18437200,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,97.64,32,10,ICMP
2025-02-24 18:06:46.794,36.19589700,-94.18397800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,97.16,32,10,ICMP
2025-02-24 18:06:46.794,36.19589700,-94.18397800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,97.16,32,10,ICMP
2025-02-24 18:06:46.794,36.19589700,-94.18397800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,97.16,32,10,ICMP
2025-02-24 18:06:46.794,36.19589700,-94.18397800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,97.16,32,10,ICMP
2025-02-24 18:06:46.794,36.19589700,-94.18397800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,97.16,32,10,ICMP
2025-02-24 18:06:46.794,36.19589700,-94.18397800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,97.16,32,10,ICMP
2025-02-24 18:07:28.236,36.19590400,-94.18389500,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,65.31,32,10,ICMP
2025-02-24 18:07:28.236,36.19590400,-94.18389500,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,65.31,32,10,ICMP
2025-02-24 18:07:28.236,36.19590400,-94.18389500,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,65.31,32,10,ICMP
2025-02-24 18:07:28.236,36.19590400,-94.18389500,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,65.31,32,10,ICMP
2025-02-24 18:07:28.236,36.19590400,-94.18389500,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,65.31,32,10,ICMP
2025-02-24 18:07:28.236,36.19590400,-94.18389500,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,65.31,32,10,ICMP
2025-02-24 18:08:09.003,36.19591800,-94.18361400,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,143.08,32,10,ICMP
2025-02-24 18:08:09.003,36.19591800,-94.18361400,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,143.08,32,10,ICMP
2025-02-24 18:08:09.003,36.19591800,-94.18361400,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,143.08,32,10,ICMP
2025-02-24 18:08:09.003,36.19591800,-94.18361400,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,143.08,32,10,ICMP
2025-02-24 18:08:09.003,36.19591800,-94.18361400,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,143.08,32,10,ICMP
2025-02-24 18:08:09.003,36.19591800,-94.18361400,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,143.08,32,10,ICMP
2025-02-24 18:08:30.982,36.19600700,-94.18345600,Ping,Mixed,Failed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,102.289,32,10,ICMP
2025-02-24 18:08:30.982,36.19600700,-94.18345600,Ping,Mixed,Failed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,102.289,32,10,ICMP
2025-02-24 18:08:30.982,36.19600700,-94.18345600,Ping,Mixed,Failed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,102.289,32,10,ICMP
2025-02-24 18:08:30.982,36.19600700,-94.18345600,Ping,Mixed,Failed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,102.289,32,10,ICMP
2025-02-24 18:08:30.982,36.19600700,-94.18345600,Ping,Mixed,Failed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,102.289,32,10,ICMP
2025-02-24 18:08:30.982,36.19600700,-94.18345600,Ping,Mixed,Failed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,102.289,32,10,ICMP
2025-02-24 18:09:03.528,36.19590000,-94.18308800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,94.27,32,10,ICMP
2025-02-24 18:09:03.528,36.19590000,-94.18308800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,94.27,32,10,ICMP
2025-02-24 18:09:03.528,36.19590000,-94.18308800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,94.27,32,10,ICMP
2025-02-24 18:09:03.528,36.19590000,-94.18308800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,94.27,32,10,ICMP
2025-02-24 18:09:03.528,36.19590000,-94.18308800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,94.27,32,10,ICMP
2025-02-24 18:09:03.528,36.19590000,-94.18308800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,94.27,32,10,ICMP
2025-02-24 18:09:35.533,36.19600400,-94.18323800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,123.7,32,10,ICMP
2025-02-24 18:09:35.533,36.19600400,-94.18323800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,123.7,32,10,ICMP
2025-02-24 18:09:35.533,36.19600400,-94.18323800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,123.7,32,10,ICMP
2025-02-24 18:09:35.533,36.19600400,-94.18323800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,123.7,32,10,ICMP
2025-02-24 18:09:35.533,36.19600400,-94.18323800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell2,681,,,520110,30,MCG SCell2,123.7,32,10,ICMP
2025-02-24 18:09:35.533,36.19600400,-94.18323800,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell3,681,,,502110,30,MCG SCell3,123.7,32,10,ICMP
2025-02-24 18:09:57.599,36.19604400,-94.18339900,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,,4314480661,392410,,MCG PCell,178.07,32,10,ICMP
2025-02-24 18:09:57.599,36.19604400,-94.18339900,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,585,0,4314480661,392410,15,MCG PCell,178.07,32,10,ICMP
2025-02-24 18:09:57.599,36.19604400,-94.18339900,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG PCell,681,,4314480661,392410,,MCG PCell,178.07,32,10,ICMP
2025-02-24 18:09:57.599,36.19604400,-94.18339900,Ping,Mixed,Completed,T-Mobile,5G NR,25,Day1-TMO-MNO-DEF-IN,5G SA,MCG SCell1,24,,,126270,15,MCG SCell1,178.07,32,10,ICMP
