Time,Collection,Latitude,Longitude,SSID,BSSID,Frequency,RSSI,Link Speed,Technology Band,Status
2025-02-24 22:40:26.510,Day1-WIFI-IN,36.19593100,-94.18442400,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-60,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:27.516,Day1-WIFI-IN,36.19593300,-94.18442300,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-63,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:28.534,Day1-WIFI-IN,36.19593700,-94.18442600,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-63,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:29.547,Day1-WIFI-IN,36.19593800,-94.18442600,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-63,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:30.558,Day1-WIFI-IN,36.19594000,-94.18442800,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-60,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:31.567,Day1-WIFI-IN,36.19594100,-94.18442700,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-60,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:32.577,Day1-WIFI-IN,36.19594200,-94.18442700,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-60,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:33.597,Day1-WIFI-IN,36.19594300,-94.18442600,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-62,154,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:34.616,Day1-WIFI-IN,36.19594300,-94.18442500,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-62,154,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:35.632,Day1-WIFI-IN,36.19594300,-94.18442500,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-62,154,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:36.645,Day1-WIFI-IN,36.19594400,-94.18442500,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-66,154,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:37.655,Day1-WIFI-IN,36.19594400,-94.18442400,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-66,154,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:38.670,Day1-WIFI-IN,36.19594500,-94.18442400,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-66,154,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:39.680,Day1-WIFI-IN,36.19594500,-94.18442400,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-66,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:40.688,Day1-WIFI-IN,36.19596300,-94.18441300,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-66,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:41.703,Day1-WIFI-IN,36.19598600,-94.18440600,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-66,172,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:42.716,Day1-WIFI-IN,36.19599600,-94.18440100,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-65,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:43.732,Day1-WIFI-IN,36.19599700,-94.18440400,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-65,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:44.741,Day1-WIFI-IN,36.19600500,-94.18441100,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-65,137,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:45.758,Day1-WIFI-IN,36.19601700,-94.18441500,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-65,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:46.780,Day1-WIFI-IN,36.19603100,-94.18441200,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-65,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:47.827,Day1-WIFI-IN,36.19604800,-94.18440300,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-65,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:48.861,Day1-WIFI-IN,36.19605900,-94.18439400,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-67,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:49.934,Day1-WIFI-IN,36.19607100,-94.18438100,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-67,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:50.946,Day1-WIFI-IN,36.19608000,-94.18437200,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-67,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:51.969,Day1-WIFI-IN,36.19609300,-94.18437800,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-70,77,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:53.006,Day1-WIFI-IN,36.19610000,-94.18438200,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-70,77,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:54.019,Day1-WIFI-IN,36.19611000,-94.18438600,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-68,77,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:55.043,Day1-WIFI-IN,36.19612100,-94.18438900,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-68,77,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:56.052,Day1-WIFI-IN,36.19612700,-94.18439300,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-68,77,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:57.060,Day1-WIFI-IN,36.19613500,-94.18439700,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-69,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:58.073,Day1-WIFI-IN,36.19613800,-94.18439800,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-69,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:40:59.082,Day1-WIFI-IN,36.19613900,-94.18439900,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-69,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:00.091,Day1-WIFI-IN,36.19614700,-94.18440000,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-69,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:01.100,Day1-WIFI-IN,36.19617600,-94.18438700,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-69,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:02.123,Day1-WIFI-IN,36.19620200,-94.18437600,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-69,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:03.143,Day1-WIFI-IN,36.19622300,-94.18436500,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-68,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:04.156,Day1-WIFI-IN,36.19623900,-94.18436500,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-68,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:05.168,Day1-WIFI-IN,36.19625000,-94.18437300,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-68,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:06.174,Day1-WIFI-IN,36.19625400,-94.18438400,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-68,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:07.188,Day1-WIFI-IN,36.19626000,-94.18438600,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-68,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:08.202,Day1-WIFI-IN,36.19627900,-94.18437300,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-68,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:09.212,Day1-WIFI-IN,36.19629500,-94.18436000,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-67,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:10.230,Day1-WIFI-IN,36.19630400,-94.18435800,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-67,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:11.257,Day1-WIFI-IN,36.19631600,-94.18436400,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-67,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:12.271,Day1-WIFI-IN,36.19632200,-94.18436700,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-67,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:13.290,Day1-WIFI-IN,36.19632900,-94.18436600,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-67,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:14.309,Day1-WIFI-IN,36.19633500,-94.18436600,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-67,68,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:15.319,Day1-WIFI-IN,36.19634100,-94.18436800,"""Walmartwifi""",d4:20:b0:d6:e5:c5,2462,-75,103,WiFi (2.4 GHz),CONNECTED
2025-02-24 22:41:22.501,Day1-WIFI-IN,36.19637300,-94.18439900,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-63,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:23.516,Day1-WIFI-IN,36.19637500,-94.18440400,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-63,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:24.525,Day1-WIFI-IN,36.19637200,-94.18441200,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-62,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:25.551,Day1-WIFI-IN,36.19637400,-94.18441800,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-62,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:26.568,Day1-WIFI-IN,36.19637700,-94.18442400,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-62,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:27.577,Day1-WIFI-IN,36.19637900,-94.18442600,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-63,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:28.602,Day1-WIFI-IN,36.19638100,-94.18443200,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-63,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:29.610,Day1-WIFI-IN,36.19638200,-94.18443300,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-63,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:30.623,Day1-WIFI-IN,36.19638200,-94.18443500,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-65,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:31.633,Day1-WIFI-IN,36.19638200,-94.18443600,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-65,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:32.642,Day1-WIFI-IN,36.19638200,-94.18443700,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-65,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:33.676,Day1-WIFI-IN,36.19638400,-94.18443800,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-64,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:34.694,Day1-WIFI-IN,36.19638400,-94.18443900,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-64,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:35.708,Day1-WIFI-IN,36.19638400,-94.18443900,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-64,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:36.715,Day1-WIFI-IN,36.19638400,-94.18444000,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-65,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:37.727,Day1-WIFI-IN,36.19638500,-94.18444000,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-65,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:38.743,Day1-WIFI-IN,36.19638500,-94.18444100,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-65,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:39.752,Day1-WIFI-IN,36.19638600,-94.18444100,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-71,154,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:40.765,Day1-WIFI-IN,36.19638600,-94.18444100,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-71,154,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:41.779,Day1-WIFI-IN,36.19638600,-94.18444100,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-71,154,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:42.789,Day1-WIFI-IN,36.19638600,-94.18444200,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-72,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:43.802,Day1-WIFI-IN,36.19638600,-94.18444700,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-72,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:44.810,Day1-WIFI-IN,36.19638700,-94.18446300,"""Walmartwifi""",d4:20:b0:e2:4a:ce,5825,-72,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:51.954,Day1-WIFI-IN,36.19637700,-94.18456500,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-45,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:53.001,Day1-WIFI-IN,36.19637600,-94.18459300,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-45,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:54.013,Day1-WIFI-IN,36.19637900,-94.18461600,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-45,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:55.022,Day1-WIFI-IN,36.19638100,-94.18464300,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-48,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:56.032,Day1-WIFI-IN,36.19638400,-94.18466300,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-48,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:57.046,Day1-WIFI-IN,36.19638200,-94.18466500,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-48,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:58.055,Day1-WIFI-IN,36.19637800,-94.18466000,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-51,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:41:59.061,Day1-WIFI-IN,36.19636900,-94.18467200,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-51,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:00.069,Day1-WIFI-IN,36.19636600,-94.18468700,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-51,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:01.081,Day1-WIFI-IN,36.19636900,-94.18469700,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-55,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:02.095,Day1-WIFI-IN,36.19637100,-94.18470800,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-55,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:03.103,Day1-WIFI-IN,36.19637400,-94.18472700,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-55,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:04.110,Day1-WIFI-IN,36.19637200,-94.18474600,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-54,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:05.119,Day1-WIFI-IN,36.19637300,-94.18475200,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-54,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:06.133,Day1-WIFI-IN,36.19637500,-94.18475300,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-54,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:07.147,Day1-WIFI-IN,36.19637200,-94.18476100,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-56,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:08.158,Day1-WIFI-IN,36.19636700,-94.18476100,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-56,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:09.181,Day1-WIFI-IN,36.19635700,-94.18476800,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-56,258,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:10.189,Day1-WIFI-IN,36.19634600,-94.18477500,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-57,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:11.204,Day1-WIFI-IN,36.19633800,-94.18478100,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-57,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:12.213,Day1-WIFI-IN,36.19632600,-94.18478300,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-57,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:13.221,Day1-WIFI-IN,36.19631800,-94.18478100,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-61,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:14.232,Day1-WIFI-IN,36.19631400,-94.18478300,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-61,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:15.240,Day1-WIFI-IN,36.19631000,-94.18478200,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-61,229,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:16.254,Day1-WIFI-IN,36.19630500,-94.18478300,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-64,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:17.282,Day1-WIFI-IN,36.19630000,-94.18478400,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-64,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:18.298,Day1-WIFI-IN,36.19629500,-94.18478300,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-64,206,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:19.313,Day1-WIFI-IN,36.19629100,-94.18478500,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-64,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:20.318,Day1-WIFI-IN,36.19628900,-94.18478500,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-64,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:21.331,Day1-WIFI-IN,36.19628800,-94.18478600,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-64,172,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:22.339,Day1-WIFI-IN,36.19628700,-94.18478700,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-65,114,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:23.348,Day1-WIFI-IN,36.19627300,-94.18479400,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-65,114,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:24.357,Day1-WIFI-IN,36.19625700,-94.18479700,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-65,114,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:25.377,Day1-WIFI-IN,36.19624500,-94.18479900,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-66,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:26.389,Day1-WIFI-IN,36.19623100,-94.18479300,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-66,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:27.431,Day1-WIFI-IN,36.19620800,-94.18478900,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-66,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:28.498,Day1-WIFI-IN,36.19619500,-94.18479500,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-62,154,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:29.520,Day1-WIFI-IN,36.19618600,-94.18479900,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-62,154,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:30.542,Day1-WIFI-IN,36.19617800,-94.18479400,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-62,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:31.552,Day1-WIFI-IN,36.19617300,-94.18479200,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-62,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:32.580,Day1-WIFI-IN,36.19617000,-94.18479100,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-62,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:33.591,Day1-WIFI-IN,36.19616500,-94.18478900,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-67,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:34.599,Day1-WIFI-IN,36.19616300,-94.18478700,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-67,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:35.610,Day1-WIFI-IN,36.19616200,-94.18478800,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-67,137,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:36.694,Day1-WIFI-IN,36.19616000,-94.18478800,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-73,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:37.707,Day1-WIFI-IN,36.19615600,-94.18479100,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-73,103,WiFi (5 GHz),CONNECTED
2025-02-24 22:42:38.717,Day1-WIFI-IN,36.19615400,-94.18479200,"""Walmartwifi""",d4:20:b0:e2:48:be,5765,-73,103,WiFi (5 GHz),CONNECTED
